GKZ,Name,Wahlberechtigte,abgegeben,gueltig,ungueltig,spoe,oevp,fpoe,gruene,neos,kpoe,cpoe,pilz,schnell,gilt
G40709,Hallstatt,718,572,548,24,303,80,39,43,37,13,5,17,9,1
G40710,Kirchham,1513,1153,1107,46,209,460,220,78,94,6,11,8,12,9
G40711,Laakirchen,6983,5382,5223,159,2183,938,1014,397,464,40,34,50,46,56
G40712,Obertraun,586,475,458,17,246,73,49,26,35,13,3,2,7,4
G40713,Ohlsdorf,3810,2965,2855,110,935,673,548,281,265,17,44,32,39,20
G40714,Pinsdorf,2820,2194,2124,70,823,386,433,177,205,14,10,22,25,29
G40715,Roitham,1589,1267,1214,53,347,342,289,87,89,15,12,16,5,12
G40716,Sankt Konrad,845,674,656,18,165,247,96,52,58,5,10,5,9,9
G40717,St Wolfgang im Salzkammergut,2158,1523,1478,45,411,466,247,104,178,15,6,24,18,9
G40718,Traunkirchen,1381,1021,997,24,286,269,156,126,100,6,7,14,13,20
G40719,Scharnstein,3657,2789,2701,88,902,641,518,244,273,19,25,27,17,35
G40720,Vorchdorf,5682,4477,4337,140,1368,1016,891,407,436,30,55,36,31,61
G40801,Aistersheim,646,517,494,23,112,204,101,27,38,3,1,4,1,3
G40802,Bad Schallerbach,2683,2006,1954,52,614,505,400,169,183,10,15,26,14,17
G40803,Bruck-Waasen,1854,1425,1357,68,257,587,221,89,156,5,11,9,13,9
G40804,Eschenau im Hausruckkreis,899,725,692,33,99,299,155,38,64,6,3,2,15,11
G40805,Gallspach,1868,1389,1369,20,399,301,363,104,116,5,46,11,14,9
G40806,Gaspoltshofen,2840,2069,1952,117,473,585,460,223,144,12,14,15,15,11
G40807,Geboltskirchen,1104,839,795,44,233,266,131,65,69,5,18,5,3,0
G40808,Grieskirchen,3650,2852,2763,89,737,814,555,267,251,6,62,32,24,15
G40809,Haag am Hausruck,1606,1248,1203,45,336,356,237,112,101,7,25,11,10,8
G40810,Heiligenberg,541,450,424,26,29,235,81,35,28,1,8,1,2,4
G40811,Hofkirchen an der Trattnach,1169,917,876,41,192,295,207,53,76,4,17,8,15,9
G40812,Kallham,2064,1637,1567,70,408,520,307,109,163,9,15,8,16,12
G40813,Kematen am Innbach,1022,758,740,18,180,196,213,48,76,8,6,3,4,6
G40814,Meggenhofen,1015,807,763,44,123,343,148,68,55,1,6,4,4,11
G40815,Michaelnbach,1026,774,745,29,132,360,113,35,76,4,7,4,10,4
G40816,Natternbach,1909,1500,1438,62,350,484,331,84,112,8,6,4,22,33
G40817,Neukirchen am Walde,1309,1066,1023,43,196,440,182,60,110,6,8,1,10,10
G40818,Neumarkt im Hausruckkreis,1156,845,821,24,289,185,201,54,60,5,7,10,5,5
G40819,Peuerbach,1755,1304,1249,55,263,419,237,126,154,6,13,8,12,11
G40820,Pötting,442,375,356,19,59,200,43,19,22,0,3,3,4,3
G40821,Pollham,733,603,577,26,96,220,103,74,51,1,13,6,10,3
G40822,Pram,1436,1060,1027,33,231,325,240,92,83,10,17,8,11,9
G40823,Rottenbach,831,667,627,40,145,183,154,30,78,2,12,10,7,6
G40824,Sankt Agatha,1728,1380,1315,65,241,599,227,69,130,3,8,7,17,14
G40825,Sankt Georgen bei Grieskirchen,883,699,667,32,162,230,116,57,66,2,10,5,10,9
G40826,Sankt Thomas,361,292,283,9,29,121,59,25,31,2,3,1,2,10
G40827,Schlüßlberg,2369,1911,1858,53,633,414,416,127,190,2,25,16,25,9
G40828,Steegen,861,626,592,34,131,264,83,43,44,3,10,3,2,9
G40829,Taufkirchen an der Trattnach,1650,1240,1190,50,259,385,314,67,116,7,17,4,13,7
G40830,Tollet,684,569,557,12,144,199,79,59,37,4,14,9,7,5
G40831,Waizenkirchen,2915,2300,2227,73,482,902,310,226,194,10,27,18,39,18
G40832,Wallern an der Trattnach,2329,1837,1791,46,596,455,389,168,129,3,13,16,11,11
G40833,Weibern,1241,940,896,44,185,359,142,78,83,6,14,10,11,8
G40834,Wendling,620,500,474,26,62,218,109,30,38,7,2,2,4,2
G40901,Edlbach,525,405,397,8,91,159,42,21,68,3,3,4,4,2
G40902,Grünburg,2879,2234,2175,59,730,542,441,131,236,6,34,21,15,18
G40903,Hinterstoder,789,557,550,7,122,181,113,43,61,0,3,11,10,6
G40904,Inzersdorf im Kremstal,1441,1155,1115,40,281,375,196,118,104,8,5,10,10,8
G40905,Kirchdorf an der Krems,3091,2346,2286,60,785,501,369,284,234,16,21,39,18,19
G40906,Klaus an der Pyhrnbahn,879,686,670,16,324,120,106,36,58,4,10,4,5,3
G40907,Kremsmünster,4734,3557,3451,106,834,1154,618,271,385,27,18,64,47,33
G40908,Micheldorf in Oberösterreich,4550,3620,3518,102,1326,687,619,342,330,28,43,67,34,38
G40909,Molln,2813,2201,2157,44,757,536,374,183,179,8,36,22,34,28
G40910,Nußbach,1806,1457,1409,48,304,596,214,82,140,13,18,18,18,6
G40911,Oberschlierbach,373,278,275,3,75,117,22,35,8,1,10,2,2,3
G40912,Pettenbach,3734,2895,2807,88,693,786,633,261,311,23,13,24,34,28
G40913,Ried im Traunkreis,2026,1561,1519,42,298,575,318,104,166,11,15,11,11,9
G40914,Rosenau am Hengstpaß,569,437,431,6,193,105,61,12,38,6,7,2,5,2
G40915,Roßleithen,1473,1139,1113,26,385,355,176,69,85,3,15,9,7,9
G40916,Sankt Pankraz,259,211,206,5,71,28,83,1,20,1,0,1,0,1
G40917,Schlierbach,2122,1660,1620,40,372,501,256,232,170,8,30,15,22,14
G40918,Spital am Pyhrn,1739,1271,1236,35,442,352,244,53,105,6,11,11,6,6
G40919,Steinbach am Ziehberg,661,520,505,15,108,192,112,37,33,4,3,8,7,1
G40920,Steinbach an der Steyr,1586,1332,1305,27,328,473,239,70,148,4,15,5,13,9
G40921,Vorderstoder,650,470,454,16,94,169,91,22,52,4,5,0,6,11
G40922,Wartberg an der Krems,2276,1776,1726,50,358,731,298,140,139,5,10,16,14,15
G40923,Windischgarsten,1944,1439,1396,43,489,391,203,111,147,7,12,15,15,5
G41001,Allhaming,810,674,658,16,208,247,88,45,46,2,8,8,5,1
G41002,Ansfelden,11181,8541,8363,178,3483,1096,1975,625,827,39,34,118,54,103
G41003,Asten,4689,3519,3446,73,1431,410,895,229,349,20,17,36,30,29
G41004,Eggendorf im Traunkreis,596,496,493,3,150,156,82,21,59,3,3,7,2,10
G41005,Enns,8144,6108,6004,104,2268,1194,1140,635,516,38,12,79,51,68
G41006,Hargelsberg,958,786,766,20,227,248,139,59,55,8,4,5,10,11
G41007,Hörsching,4472,3418,3328,90,1102,576,807,335,342,21,19,36,41,49
G41008,Hofkirchen im Traunkreis,1260,925,908,17,260,248,173,116,81,1,4,8,11,6
G41009,Kematen an der Krems,1820,1481,1441,40,421,461,228,104,156,5,28,12,13,13
G41010,Kirchberg-Thening,1905,1484,1456,28,569,262,257,178,119,9,7,32,16,7
G41011,Kronstorf,2464,1981,1935,46,740,388,399,140,185,7,9,21,34,12
G41012,Leonding,18657,13940,13653,287,4916,2823,2279,1714,1263,80,72,260,108,128
G41013,Sankt Florian,4687,3714,3606,108,1079,1098,583,405,306,12,22,44,24,32
G41014,Neuhofen an der Krems,4444,3359,3275,84,1031,799,568,425,284,28,43,39,26,32
G41015,Niederneukirchen,1525,1263,1240,23,366,455,185,100,93,3,7,16,6,9
G41016,Oftering,1540,1232,1205,27,440,281,227,108,100,7,6,17,9,10
G41017,Pasching,5037,3846,3767,79,1493,624,735,397,348,21,12,71,40,26
G41018,Piberbach,1439,1164,1146,18,419,274,210,90,87,5,29,16,7,8
G41019,Pucking,2919,2301,2240,61,765,432,528,170,230,17,16,25,25,31
G41020,Sankt Marien,3574,2917,2843,74,962,756,511,228,222,15,58,38,23,29
G41021,Traun,16943,12401,12164,237,5299,1682,2675,950,1043,78,90,143,97,105
G41022,Wilhering,4409,3531,3448,83,1014,997,488,510,279,17,26,66,24,25
G41101,Allerheiligen im Mühlkreis,933,796,773,23,224,272,146,42,61,4,8,4,8,4
G41102,Arbing,1117,931,903,28,241,319,138,87,82,3,1,6,13,13
G41103,Baumgartenberg,1254,1039,1020,19,224,384,234,56,84,4,6,7,14,7
G41104,Dimbach,840,726,702,24,201,297,91,29,55,3,11,1,11,2
G41105,Grein,2460,1988,1928,60,661,520,368,130,172,7,23,15,22,9
G41106,Katsdorf,2204,1814,1768,46,648,459,261,187,133,12,5,27,18,16
G41107,Klam,675,561,534,27,123,172,125,28,61,2,5,2,11,5
G41108,Bad Kreuzen,1761,1460,1399,61,167,717,278,69,116,4,17,8,13,9
G41109,Langenstein,2036,1641,1607,34,781,241,317,111,96,11,10,11,11,18
G41110,Luftenberg an der Donau,3087,2448,2401,47,1064,381,467,189,210,10,8,31,19,20
G41111,Mauthausen,3697,2887,2803,84,1350,515,458,206,191,13,4,25,20,18
G41112,Mitterkirchen im Machland,1372,1154,1112,42,353,430,157,72,72,2,8,4,5,9
G41113,Münzbach,1316,1086,1033,53,199,465,202,39,88,5,17,1,9,8
G41114,Naarn im Machlande,2691,2282,2210,72,749,746,384,109,156,4,15,14,10,23
G41115,Pabneukirchen,1362,1106,1067,39,227,476,172,52,102,3,7,6,12,10
G41116,Perg,5777,4486,4341,145,1459,1197,769,393,365,21,32,33,23,47
G41117,Rechberg,716,611,596,15,97,345,49,33,35,1,26,0,7,2
G41118,Ried in der Riedmark,3217,2645,2578,67,1063,701,364,198,160,14,13,29,20,16
G41119,Sankt Georgen am Walde,1701,1374,1305,69,445,437,203,61,117,0,26,2,11,3
G41120,Sankt Georgen an der Gusen,2949,2415,2356,59,1072,442,346,241,152,15,14,27,17,29
G41121,Sankt Nikola an der Donau,609,507,497,10,156,203,65,29,32,4,2,3,1,2
G41122,Sankt Thomas am Blasenstein,682,573,536,37,91,279,73,22,41,1,20,0,1,8
G41123,Saxen,1355,1186,1146,40,311,326,312,68,98,1,7,5,13,5
G41124,Schwertberg,4026,3237,3154,83,1384,605,582,283,202,22,8,29,19,18
G41125,Waldhausen im Strudengau,2306,1957,1894,63,591,646,338,103,154,7,25,6,19,4
G41126,Windhaag bei Perg,1073,903,865,38,160,376,114,58,97,10,20,8,8,14
G41201,Andrichsfurt,571,404,386,18,34,162,109,31,28,3,3,6,7,2
G41202,Antiesenhofen,825,606,594,12,158,160,109,43,105,6,0,5,6,2
G41203,Aurolzmünster,2319,1657,1592,65,396,354,492,81,186,12,9,12,15,34
G41204,Eberschwang,2667,2075,1986,89,589,483,515,143,173,13,17,11,20,21
G41205,Eitzing,587,459,447,12,106,144,115,31,25,5,3,1,13,4
G41206,Geiersberg,441,327,315,12,70,105,73,29,22,0,10,0,2,3
G41207,Geinberg,1045,788,761,27,148,219,245,49,59,8,12,5,9,7
G41208,Gurten,896,689,666,23,124,264,134,50,77,1,3,3,7,3
G41209,Hohenzell,1596,1224,1176,48,178,471,230,113,91,7,42,14,22,7
G41210,Kirchdorf am Inn,469,387,380,7,74,177,73,17,27,1,1,1,5,4
G41211,Kirchheim im Innkreis,548,447,426,21,65,172,112,27,28,5,6,2,4,4
G41212,Lambrechten,1028,800,776,24,116,328,227,37,42,4,5,2,11,4
G41213,Lohnsburg am Kobernaußerwald,1831,1319,1286,33,219,487,352,61,103,6,23,5,10,20
G41214,Mehrnbach,1871,1408,1364,44,263,382,471,96,88,3,18,12,17,14
G41215,Mettmach,2028,1480,1411,69,353,390,391,52,165,7,15,7,9,20
G41216,Mörschwang,237,185,176,9,17,93,31,12,16,1,0,1,5,0
G41217,Mühlheim am Inn,507,393,379,14,116,105,69,25,35,1,6,9,7,6
G41218,Neuhofen im Innkreis,1731,1285,1243,42,298,412,270,113,93,2,21,12,15,7
G41219,Obernberg am Inn,1210,798,784,14,201,200,216,50,95,1,1,3,11,6
G41220,Ort im Innkreis,916,690,670,20,112,212,211,33,80,1,4,3,4,10
G41221,Pattigham,700,548,529,19,73,215,145,36,43,1,8,1,4,3
G41222,Peterskirchen,571,433,419,14,31,227,90,28,29,0,8,1,4,1
G41223,Pramet,804,624,607,17,130,191,176,38,47,7,0,6,5,7
G41224,Reichersberg,1077,803,767,36,167,280,181,58,58,1,3,5,9,4
G41225,Ried im Innkreis,8551,6027,5877,150,1504,1467,1455,700,488,41,40,84,45,51
G41226,Sankt Georgen bei Obernberg am Inn,476,372,356,16,39,193,49,46,21,2,1,3,1,1
G41227,Sankt Marienkirchen am Hausruck,626,481,470,11,51,194,145,32,21,2,16,1,4,4
G41228,Sankt Martin im Innkreis,1273,896,871,25,217,216,244,77,84,3,0,9,12,9
G41229,Schildorn,852,673,655,18,179,237,139,27,48,4,2,3,10,6
G41230,Senftenbach,575,472,446,26,84,181,108,27,31,2,0,7,4,2
G41231,Taiskirchen im Innkreis,1930,1510,1454,56,281,628,282,112,102,8,8,5,13,14
G41232,Tumeltsham,1193,920,889,31,126,281,258,107,73,2,9,15,16,2
G41233,Utzenaich,1182,905,877,28,183,322,193,56,87,6,4,5,11,9
G41234,Waldzell,1703,1279,1228,51,353,417,243,78,96,5,6,5,12,13
G41235,Weilbach,486,370,356,14,42,165,79,25,39,2,0,1,0,3
G41236,Wippenham,447,375,358,17,91,137,80,21,21,0,0,0,5,3
G41301,Afiesl,337,270,262,8,59,101,42,20,24,3,2,2,4,5
G41302,Ahorn,402,346,337,9,67,146,74,21,22,2,2,1,2,0
G41303,Aigen im Mühlkreis,1549,1144,1104,40,264,407,186,98,115,5,4,12,6,7
G41304,Altenfelden,1748,1368,1303,65,307,419,271,95,145,8,16,12,11,19
G41305,Arnreit,882,747,712,35,99,373,85,52,85,2,4,1,10,1
G41306,Atzesberg,380,324,308,16,28,173,46,22,31,2,5,1,0,0
G41307,Auberg,422,330,320,10,38,160,48,28,29,2,7,0,4,4
G41308,Berg bei Rohrbach,2124,1613,1545,68,305,597,240,155,163,5,28,15,25,12
G41309,Haslach an der Mühl,2123,1605,1546,59,535,447,222,156,122,3,15,14,15,17
G41310,Helfenberg,808,681,648,33,145,263,101,44,57,5,1,10,13,9
G41311,Hörbich,318,266,257,9,21,152,43,7,20,1,5,1,6,1
G41312,Hofkirchen im Mühlkreis,1188,898,862,36,193,367,122,90,51,5,11,4,8,11
G41313,Julbach,1321,1043,1004,39,343,323,156,42,97,9,11,6,10,7
G41314,Kirchberg ob der Donau,859,709,693,16,181,266,109,46,62,7,3,6,6,6
G41315,Klaffer am Hochficht,1037,820,795,25,250,257,165,30,71,4,4,1,11,2
G41316,Kleinzell im Mühlkreis,1144,875,840,35,231,278,117,74,101,4,3,6,11,14
G41317,Kollerschlag,1196,943,892,51,158,377,203,28,72,1,39,3,5,5
G41318,Lembach im Mühlkreis,1279,1001,956,45,210,381,157,75,71,8,13,24,5,11
G41319,Lichtenau im Mühlkreis,451,359,333,26,56,161,56,17,31,1,6,1,2,1
G41320,Nebelberg,513,441,428,13,92,209,57,19,33,2,2,6,5,3
G41321,Neufelden,974,747,713,34,169,273,90,99,39,3,10,17,2,11
G41322,Niederkappel,845,672,626,46,113,311,97,25,54,4,9,3,4,6
G41323,Niederwaldkirchen,1394,1138,1099,39,205,514,149,80,117,6,7,6,10,5
G41324,Oberkappel,542,403,384,19,55,200,55,17,32,1,6,2,5,10
G41325,Oepping,1299,992,959,33,175,400,168,80,94,3,7,7,10,14
G41326,Peilstein im Mühlviertel,1310,1028,975,53,209,442,170,33,79,5,24,5,7,1
G41327,Pfarrkirchen im Mühlkreis,1171,909,874,35,124,432,155,54,63,9,11,13,9,4
G41328,Putzleinsdorf,1238,951,927,24,118,425,147,64,111,6,35,12,7,2
G41329,Neustift im Mühlkreis,1154,896,873,23,149,432,126,70,67,3,7,4,14,1
G41330,Rohrbach in Oberösterreich,1959,1496,1431,65,299,519,218,189,130,13,21,14,16,12
G41331,Sankt Johann am Wimberg,793,659,638,21,114,261,110,35,86,3,2,5,14,8
G41332,Sankt Martin im Mühlkreis,2882,2302,2226,76,527,795,389,220,189,9,27,21,25,24
G41333,Sankt Oswald bei Haslach,443,321,300,21,71,145,32,12,32,0,3,1,1,2
G41334,Sankt Peter am Wimberg,1407,1111,1073,38,183,525,154,81,90,2,8,11,6,13
G41335,Sankt Stefan am Walde,665,556,531,25,103,228,57,49,68,3,12,6,4,1
G41336,Sankt Ulrich im Mühlkreis,485,393,382,11,60,180,48,47,29,5,2,1,2,7
G41337,Sankt Veit im Mühlkreis,955,764,741,23,150,322,125,58,52,4,2,11,12,5
G41338,Sarleinsbach,1810,1448,1395,53,195,722,231,100,97,6,25,5,6,8
G41339,Schlägl,1104,839,819,20,227,314,115,55,89,4,6,2,5,2
G41340,Schönegg,436,364,350,14,94,141,58,16,37,0,0,0,3,1
G41341,Schwarzenberg am Böhmerwald,513,390,374,16,81,162,77,5,44,2,1,1,1,0
G41342,Ulrichsberg,2462,1891,1831,60,424,686,335,141,182,23,10,7,12,9
G41401,Altschwendt,512,427,416,11,92,165,78,29,40,1,4,3,1,3
G41402,Andorf,3921,2983,2911,72,874,881,696,140,222,11,9,19,25,33
G41403,Brunnenthal,1536,1131,1092,39,237,352,256,101,84,8,8,13,20,13
G41404,Diersbach,1288,997,974,23,205,365,199,67,95,4,6,3,8,22
G41405,Dorf an der Pram,824,650,628,22,124,307,105,28,44,1,6,1,7,5
G41406,Eggerding,1014,809,772,37,129,303,206,33,77,1,5,3,10,5
G41407,Engelhartszell,857,638,619,19,120,245,130,40,56,6,5,5,3,9
G41408,Enzenkirchen,1438,1110,1070,40,322,304,276,40,105,2,4,2,8,7
G41409,Esternberg,2229,1714,1674,40,229,676,442,72,146,10,13,7,26,53
G41410,Freinberg,1059,757,734,23,191,338,125,30,33,5,2,4,2,4
G41411,Kopfing im Innkreis,1636,1192,1139,53,209,398,282,61,112,3,31,11,11,20
G41412,Mayrhof,214,179,166,13,16,102,35,6,3,0,0,1,1,2
G41413,Münzkirchen,2064,1537,1481,56,256,607,347,114,114,8,7,7,7,14
G41414,Raab,1835,1416,1342,74,229,406,406,105,139,3,3,13,15,23
G41415,Rainbach im Innkreis,1192,930,915,15,179,357,198,53,85,2,8,2,19,12
G41416,Riedau,1544,1171,1135,36,380,276,286,64,96,9,8,5,5,6
G41417,Sankt Aegidi,1301,1028,979,49,121,446,251,51,79,4,7,2,7,10
G41418,Sankt Florian am Inn,2414,1792,1763,29,518,462,465,105,126,11,14,12,24,26
G41419,Sankt Marienkirchen bei Schärding,1465,1098,1063,35,185,369,319,56,89,12,0,8,7,18
G41420,Sankt Roman,1402,1105,1075,30,111,538,266,19,107,6,6,3,11,7
G41421,Sankt Willibald,922,724,690,34,153,246,164,21,89,3,1,2,5,6
G41422,Schärding,3884,2614,2566,48,810,625,647,222,155,12,10,29,31,24
G41423,Schardenberg,1741,1303,1277,26,191,570,247,64,129,5,32,5,16,17
G41424,Sigharting,635,538,529,9,79,245,97,17,70,1,7,4,6,3
G41425,Suben,961,713,697,16,204,233,136,38,56,1,1,13,5,10
G41426,Taufkirchen an der Pram,2282,1742,1681,61,506,517,360,103,142,11,3,8,11,20
G41427,Vichtenstein,489,358,349,9,50,161,86,17,21,6,0,1,5,2
G41428,Waldkirchen am Wesen,1054,879,847,32,175,335,198,37,71,1,3,0,15,10
G41429,Wernstein am Inn,1215,939,922,17,243,354,182,44,62,1,10,2,9,15
G41430,Zell an der Pram,1559,1213,1180,33,215,490,231,113,85,1,5,5,6,29
G41501,Adlwang,1293,994,970,24,169,380,196,75,104,0,9,9,16,12
G41502,Aschach an der Steyr,1766,1377,1345,32,334,451,207,143,143,13,9,17,24,4
G41503,Bad Hall,3802,2820,2728,92,802,697,509,250,368,13,27,25,13,24
G41504,Dietach,2147,1742,1707,35,526,470,260,194,161,5,16,30,26,19
G41505,Gaflenz,1467,1181,1146,35,303,405,157,93,130,2,12,5,34,5
G41506,Garsten,5259,4171,4053,118,1183,1123,660,470,409,26,29,56,58,38
G41507,Großraming,2261,1925,1870,55,612,585,259,146,182,10,7,18,27,23
G41508,Laussa,1048,830,801,29,201,241,139,60,131,3,8,2,12,4
G41509,Losenstein,1375,1102,1078,24,380,297,163,85,113,3,4,3,14,16
G41510,Maria Neustift,1339,1143,1109,34,175,518,184,45,144,4,13,3,18,5
G41511,Pfarrkirchen bei Bad Hall,1694,1332,1286,46,396,353,243,95,156,9,5,10,9,10
G41512,Reichraming,1503,1274,1249,25,666,189,180,64,116,5,3,10,10,6
G41513,Rohr im Kremstal,962,762,755,7,224,261,107,51,96,4,3,3,3,3
G41514,Sankt Ulrich bei Steyr,2498,1965,1907,58,468,637,269,198,218,7,21,40,36,13
G41515,Schiedlberg,994,801,786,15,124,475,86,23,49,7,4,2,9,7
G41516,Sierning,7227,5838,5699,139,2173,1350,1010,388,556,38,41,39,54,47
G41517,Ternberg,2719,2161,2087,74,592,528,329,170,336,9,18,22,64,17
G41518,Waldneukirchen,1723,1415,1374,41,315,540,218,71,150,6,33,9,24,8
G41521,Wolfern,2425,1967,1921,46,570,636,299,158,179,10,16,20,17,16
G41522,Weyer,3652,2810,2729,81,1113,615,412,226,258,15,21,17,35,16
G41601,Alberndorf in der Riedmark,3002,2419,2334,85,555,769,472,215,206,16,35,16,25,24
G41602,Altenberg bei Linz,3451,2808,2731,77,548,1111,346,343,255,11,34,34,31,18
G41603,Bad Leonfelden,3159,2520,2399,121,417,870,394,245,272,19,64,37,37,44
G41604,Eidenberg,1547,1251,1207,44,200,571,151,104,117,5,5,18,16,20
G41605,Engerwitzdorf,6590,5107,4944,163,1466,1127,921,624,534,35,69,62,52,52
G41606,Feldkirchen an der Donau,4221,3445,3346,99,1038,921,544,320,366,21,18,57,31,27
G41607,Gallneukirchen,4940,3811,3713,98,1085,883,527,761,244,21,51,74,31,34
G41608,Goldwörth,728,580,558,22,147,204,73,59,53,5,6,4,6,1
G41609,Gramastetten,3758,3002,2900,102,644,1103,441,343,230,12,20,54,26,26
G41610,Haibach im Mühlkreis,660,551,527,24,140,198,75,48,40,5,2,10,8,1
G41611,Hellmonsödt,1721,1354,1320,34,375,376,221,168,114,12,10,16,12,16
G41612,Herzogsdorf,1936,1489,1439,50,303,585,240,86,157,10,5,16,18,17
G41613,Kirchschlag bei Linz,1585,1242,1192,50,266,369,216,161,117,10,8,18,15,12
G41614,Lichtenberg,2119,1735,1681,54,408,573,234,256,130,6,17,31,12,11
G41615,Oberneukirchen,2533,1997,1910,87,425,699,288,248,165,10,6,28,21,20
G41616,Ottenschlag im Mühlkreis,403,315,302,13,86,107,56,19,23,0,0,0,8,3
G41617,Ottensheim,3579,2765,2693,72,706,717,352,542,228,18,13,53,27,36
G41618,Puchenau,3781,2757,2685,72,798,685,359,491,195,28,13,70,25,19
G41619,Reichenau im Mühlkreis,953,782,764,18,190,262,123,94,42,2,16,14,19,2
G41620,Reichenthal,1121,905,876,29,193,373,129,63,79,5,7,11,8,8
G41621,Sankt Gotthard im Mühlkreis,1048,867,836,31,225,262,153,98,61,5,4,5,15,8
G41622,Schenkenfelden,1259,1014,970,44,180,395,149,77,121,5,12,8,17,6
G41623,Sonnberg im Mühlkreis,639,535,505,30,100,187,86,48,60,8,3,1,9,3
G41624,Steyregg,3856,2996,2932,64,1127,598,514,309,232,18,22,52,41,19
G41625,Vorderweißenbach,1623,1387,1332,55,239,584,226,88,131,5,32,10,10,7
G41626,Walding,3159,2521,2433,88,860,673,308,284,178,12,16,55,24,21
G41627,Zwettl an der Rodl,1399,1120,1095,25,242,413,145,129,95,13,17,13,10,18
G41701,Ampflwang im Hausruckwald,2803,2222,2149,73,1022,261,468,96,214,18,19,18,13,18
G41702,Attersee am Attersee,1274,978,937,41,229,261,190,104,94,5,9,28,4,13
G41703,Attnang-Puchheim,6341,4617,4501,116,1789,678,1069,404,378,31,35,44,27,45
G41704,Atzbach,924,768,735,33,98,309,185,51,53,7,17,6,5,4
G41705,Aurach am Hongar,1242,1010,979,31,319,218,239,55,84,8,8,16,24,7
G41706,Berg im Attergau,761,608,592,16,79,288,127,25,54,2,5,1,6,5
G41707,Desselbrunn,1297,1056,1033,23,303,339,187,87,77,7,16,6,3,8
G41708,Fornach,724,614,594,20,68,247,172,32,44,1,12,8,6,4
G41709,Frankenburg am Hausruck,3942,3225,3078,147,945,699,859,197,230,16,24,20,18,70
G41710,Frankenmarkt,2697,1980,1910,70,479,538,472,107,216,20,26,14,13,25
G41711,Gampern,2016,1580,1508,72,304,461,357,140,175,11,13,13,15,18
G41712,Innerschwand am Mondsee,825,613,588,25,59,314,83,55,51,3,5,5,6,7
G41713,Lenzing,4027,3095,3010,85,1374,295,811,187,246,14,12,19,17,34
G41714,Manning,637,525,508,17,129,186,69,40,44,4,23,0,7,6
G41715,Mondsee,2375,1591,1564,27,323,489,276,178,207,11,12,23,22,22
G41716,Neukirchen an der Vöckla,1985,1602,1555,47,316,470,383,142,161,6,38,13,9,17
G41717,Niederthalheim,813,649,630,19,99,239,167,55,44,3,4,9,8,2
G41718,Nußdorf am Attersee,869,617,594,23,80,229,160,44,55,2,3,10,4,7
G41719,Oberhofen am Irrsee,1104,883,856,27,172,334,157,67,71,1,7,12,25,10
G41720,Oberndorf bei Schwanenstadt,1123,872,845,27,245,227,195,72,83,3,3,4,8,5
G41721,Oberwang,1238,968,916,52,95,495,194,32,71,4,5,3,9,7
G41722,Ottnang am Hausruck,3051,2368,2268,100,743,537,515,141,214,16,30,16,18,38
G41723,Pfaffing,1077,876,846,30,225,213,225,56,91,1,12,7,8,7
G41724,Pilsbach,499,425,412,13,104,159,67,36,32,0,3,2,8,1
G41725,Pitzenberg,402,289,283,6,66,80,79,21,22,2,4,3,1,4
G41726,Pöndorf,1823,1433,1371,62,356,440,329,64,131,5,7,8,23,6
G41727,Puchkirchen am Trattberg,753,603,584,19,120,198,124,62,40,4,11,10,10,5
G41728,Pühret,472,393,378,15,80,137,93,32,21,1,4,4,3,3
G41729,Redleiten,381,293,288,5,75,90,72,7,33,0,0,2,3,6
G41730,Redlham,1115,882,847,35,255,246,182,74,55,6,5,6,9,9
G41731,Regau,4683,3701,3584,117,1084,755,847,304,408,25,50,24,42,45
G41732,Rüstorf,1573,1211,1174,37,388,254,299,96,90,5,13,12,10,7
G41733,Rutzenham,202,175,168,7,16,63,34,35,4,5,5,1,2,3
G41734,Sankt Georgen im Attergau,2980,2233,2168,65,398,589,701,137,213,21,37,18,21,33
G41735,Sankt Lorenz,1637,1215,1182,33,178,485,182,120,154,5,1,29,18,10
G41736,Schlatt,1025,791,760,31,198,218,150,53,93,6,15,7,8,12
G41737,Schörfling am Attersee,2584,1927,1879,48,543,395,476,204,192,12,9,25,9,14
G41738,Schwanenstadt,3045,2254,2217,37,680,487,505,237,207,13,21,25,21,21
G41739,Seewalchen am Attersee,4134,3035,2947,88,839,636,754,300,255,25,26,43,31,37
G41740,Steinbach am Attersee,682,521,505,16,120,193,79,37,56,0,0,8,4,8
G41741,Straß im Attergau,1114,826,793,33,127,277,233,40,82,4,6,3,6,14
G41742,Tiefgraben,2667,1985,1910,75,324,711,377,169,237,5,8,25,35,17
G41743,Timelkam,4552,3607,3491,116,1255,591,812,326,341,20,30,39,35,41
G41744,Ungenach,1104,918,887,31,137,365,193,84,73,3,12,6,8,6
G41745,Unterach am Attersee,1119,770,753,17,209,236,115,75,71,11,4,11,13,8
G41746,Vöcklabruck,9144,6508,6344,164,1909,1394,1267,847,559,46,84,121,50,65
G41747,Vöcklamarkt,3621,2808,2712,96,674,831,644,210,230,15,27,21,21,39
G41748,Weißenkirchen im Attergau,754,595,566,29,84,234,130,30,50,1,22,4,4,7
G41749,Weyregg am Attersee,1256,896,872,24,212,285,170,83,82,3,7,6,7,17
G41750,Wolfsegg am Hausruck,1586,1191,1151,40,391,238,269,108,87,20,6,6,6,19
G41751,Zell am Moos,1128,868,827,41,115,343,140,84,97,1,12,3,17,15
